Date,Mean NDVI,Date
2023-10-03,0.3267200148541522,2023-10-03
2023-10-04,0.3280395807004442,2023-10-04
2023-10-05,0.3230232248203511,2023-10-05
2023-10-06,0.3116709472138728,2023-10-06
2023-10-07,0.3063861339510466,2023-10-07
2023-10-08,0.3114621058472305,2023-10-08
2023-10-09,0.3159907289958846,2023-10-09
2023-10-10,0.3199720033970091,2023-10-10
2023-10-11,0.3153540970600656,2023-10-11
2023-10-12,0.3130451438915938,2023-10-12
2023-10-13,0.3130451438915938,2023-10-13
2023-10-14,0.3130451438915938,2023-10-14
2023-10-15,0.3130451438915938,2023-10-15
2023-10-16,0.3130451438915938,2023-10-16
2023-10-17,0.3130451438915938,2023-10-17
2023-10-18,0.3130451438915938,2023-10-18
2023-10-19,0.3130451438915938,2023-10-19
2023-10-20,0.3130451438915938,2023-10-20
2023-10-21,0.3130451438915938,2023-10-21
2023-10-22,0.3130451438915938,2023-10-22
2023-10-23,0.3130451438915938,2023-10-23
2023-10-24,0.3130451438915938,2023-10-24
2023-10-25,0.3130451438915938,2023-10-25
2023-10-26,0.3130451438915938,2023-10-26
2023-10-27,0.3130451438915938,2023-10-27
2023-10-28,0.3130451438915938,2023-10-28
2023-10-29,0.3130451438915938,2023-10-29
2023-10-30,0.3130451438915938,2023-10-30
2023-10-31,0.3130451438915938,2023-10-31
2023-11-01,0.3130451438915938,2023-11-01
