Time,Conductivity,Dissolved Oxygen,Temperature,Turbidity
2021-10-20 19:44:00+00:00,640,8.5625,15.8125,31.835938
2021-10-20 20:14:00+00:00,640,8.5625,15.875,32.8125
2021-10-20 20:43:00+00:00,644,8.5625,15.875,29.882812
2021-10-20 21:12:00+00:00,644,8.5625,15.875,31.835938
2021-10-20 21:41:00+00:00,644,8.5625,15.875,32.8125
2021-10-20 22:11:00+00:00,644,8.5,15.875,30.859375
2021-10-20 22:40:00+00:00,644,8.5,15.875,30.859375
2021-10-20 23:09:00+00:00,644,8.5,15.875,31.835938
2021-10-20 23:38:00+00:00,644,8.4375,15.8125,30.859375
2021-10-21 00:08:00+00:00,648,8.4375,15.75,31.835938
2021-10-21 00:37:00+00:00,648,8.4375,15.75,31.835938
2021-10-21 01:06:00+00:00,644,8.375,15.75,30.859375
2021-10-21 01:35:00+00:00,644,8.375,15.6875,30.859375
2021-10-21 02:04:00+00:00,644,8.25,15.6875,30.859375
2021-10-21 02:34:00+00:00,648,8.3125,15.6875,29.882812
2021-10-21 03:03:00+00:00,648,8.3125,15.6875,30.859375
2021-10-21 03:32:00+00:00,588,8.375,15.75,29.882812
2021-10-21 04:01:00+00:00,588,8.5,15.6875,29.882812
2021-10-21 04:31:00+00:00,588,8.4375,15.6875,30.859375
2021-10-21 05:00:00+00:00,584,8.4375,15.75,29.882812
2021-10-21 05:29:00+00:00,588,8.4375,15.75,32.8125
2021-10-21 05:58:00+00:00,584,8.4375,15.75,30.859375
2021-10-21 06:28:00+00:00,588,8.4375,15.75,29.882812
2021-10-21 06:57:00+00:00,588,8.4375,15.8125,30.859375
2021-10-21 07:26:00+00:00,588,8.375,15.8125,29.882812
2021-10-21 07:55:00+00:00,592,8.4375,15.75,32.8125
2021-10-21 08:25:00+00:00,588,8.375,15.75,29.882812
2021-10-21 08:26:00+00:00,588,8.375,15.75,29.882812
2021-10-21 08:54:00+00:00,588,8.375,15.75,29.882812
2021-10-21 08:55:00+00:00,588,8.4375,15.75,29.882812
2021-10-21 09:23:00+00:00,588,8.375,15.75,29.882812
2021-10-21 09:25:00+00:00,588,8.3125,15.75,28.90625
2021-10-21 09:52:00+00:00,592,8.3125,15.6875,31.835938
2021-10-21 09:54:00+00:00,592,8.3125,15.6875,30.859375
2021-10-21 10:21:00+00:00,592,8.3125,15.6875,30.859375
2021-10-21 10:51:00+00:00,592,8.3125,15.625,29.882812
2021-10-21 11:20:00+00:00,588,8.3125,15.625,29.882812
2021-10-21 11:49:00+00:00,592,8.3125,15.5625,29.882812
2021-10-21 12:18:00+00:00,592,8.3125,15.5625,29.882812
2021-10-21 12:48:00+00:00,592,8.3125,15.5625,30.859375
2021-10-21 13:17:00+00:00,592,8.3125,15.5,28.90625
2021-10-21 13:46:00+00:00,596,8.3125,15.5,29.882812
2021-10-21 14:15:00+00:00,596,8.3125,15.5,29.882812
2021-10-21 14:45:00+00:00,600,8.25,15.5,28.90625
2021-10-21 15:14:00+00:00,600,8.3125,15.5,28.90625
2021-10-21 15:43:00+00:00,600,8.3125,15.4375,28.90625
2021-10-21 16:12:00+00:00,636,8.4375,15.5,29.882812
2021-10-21 16:41:00+00:00,628,8.375,15.5,29.882812
2021-10-21 17:11:00+00:00,632,8.375,15.5,29.882812
2021-10-21 17:40:00+00:00,632,8.4375,15.5,30.859375
2021-10-21 18:09:00+00:00,632,8.375,15.5,28.90625
2021-10-21 18:38:00+00:00,632,8.4375,15.5,28.90625
2021-10-21 19:08:00+00:00,632,8.375,15.5,27.929688
2021-10-21 19:37:00+00:00,636,8.4375,15.5,27.929688
2021-10-21 20:06:00+00:00,636,8.375,15.4375,27.929688
2021-10-21 20:35:00+00:00,636,8.375,15.4375,27.929688
2021-10-21 21:05:00+00:00,636,8.375,15.4375,27.929688
2021-10-21 21:34:00+00:00,636,8.375,15.4375,27.929688
2021-10-21 22:03:00+00:00,640,8.375,15.375,26.953125
2021-10-21 22:32:00+00:00,640,8.375,15.375,27.929688
2021-10-21 23:01:00+00:00,640,8.375,15.375,27.929688
2021-10-21 23:31:00+00:00,640,8.375,15.3125,26.953125
2021-10-22 00:00:00+00:00,640,8.3125,15.25,26.953125
2021-10-22 00:29:00+00:00,644,8.375,15.25,25.976562
2021-10-22 00:58:00+00:00,644,8.375,15.25,25
2021-10-22 01:28:00+00:00,644,8.375,15.1875,25
2021-10-22 01:57:00+00:00,648,8.3125,15.1875,28.90625
2021-10-22 02:26:00+00:00,648,8.3125,15.1875,25.976562
2021-10-22 02:55:00+00:00,648,8.3125,15.125,25
2021-10-22 03:25:00+00:00,648,8.3125,15.125,25
2021-10-22 03:54:00+00:00,648,8.375,15.125,25.976562
2021-10-22 04:23:00+00:00,648,8.3125,15.0625,25.976562
2021-10-22 04:52:00+00:00,560,8.5,15.0625,25.976562
2021-10-22 05:21:00+00:00,556,8.5,15.0625,25.976562
2021-10-22 05:51:00+00:00,712,8.5,15.0625,25.976562
2021-10-22 06:20:00+00:00,716,8.5,15,25
2021-10-22 06:49:00+00:00,720,8.5,15,25.976562
2021-10-22 07:18:00+00:00,720,8.4375,15,25.976562
2021-10-22 07:48:00+00:00,720,8.5,14.9375,25.976562
2021-10-22 08:17:00+00:00,724,8.5,14.9375,25
2021-10-22 08:18:00+00:00,724,8.5,14.9375,25
2021-10-22 08:46:00+00:00,728,8.5,14.9375,23.925781
2021-10-22 08:48:00+00:00,724,8.5,14.9375,25
2021-10-22 09:15:00+00:00,724,8.5,14.875,25
2021-10-22 09:17:00+00:00,720,8.5,14.875,25
2021-10-22 09:45:00+00:00,724,8.5,14.875,23.925781
2021-10-22 09:46:00+00:00,720,8.5,14.875,23.925781
2021-10-22 10:14:00+00:00,712,8.5,14.8125,23.925781
2021-10-22 10:43:00+00:00,712,8.5,14.8125,23.925781
2021-10-22 11:12:00+00:00,708,8.4375,14.8125,25
2021-10-22 11:41:00+00:00,700,8.5,14.75,23.925781
2021-10-22 12:11:00+00:00,700,8.5,14.75,22.949219
2021-10-22 12:40:00+00:00,708,8.5,14.75,25
2021-10-22 13:09:00+00:00,740,8.4375,14.75,22.949219
2021-10-22 13:38:00+00:00,744,8.4375,14.75,23.925781
2021-10-22 14:08:00+00:00,748,8.5,14.75,22.949219
2021-10-22 14:37:00+00:00,760,8.4375,14.75,22.949219
2021-10-22 15:06:00+00:00,664,8.5,14.6875,22.949219
2021-10-22 15:35:00+00:00,760,8.5,14.6875,22.949219
2021-10-22 16:05:00+00:00,764,8.4375,14.6875,22.949219
2021-10-22 16:34:00+00:00,764,8.5,14.75,21.972656
2021-10-22 17:03:00+00:00,764,8.4375,14.75,21.972656
2021-10-22 17:32:00+00:00,628,8.625,14.75,33.984375
2021-10-22 18:01:00+00:00,632,8.625,14.8125,21.972656
2021-10-22 18:31:00+00:00,632,8.625,14.875,21.972656
2021-10-22 19:00:00+00:00,628,8.625,14.875,21.972656
2021-10-22 19:29:00+00:00,628,8.625,14.875,20.996094
2021-10-22 19:58:00+00:00,628,8.625,14.9375,21.972656
2021-10-22 20:28:00+00:00,628,8.625,15,22.949219
2021-10-22 20:57:00+00:00,632,8.625,14.9375,20.996094
2021-10-22 21:26:00+00:00,632,8.625,14.9375,22.949219
2021-10-22 21:55:00+00:00,632,8.625,14.875,21.972656
2021-10-22 22:25:00+00:00,632,8.6875,14.8125,20.996094
2021-10-22 22:54:00+00:00,632,8.625,14.75,20.996094
2021-10-22 23:23:00+00:00,632,8.625,14.75,20.996094
2021-10-22 23:52:00+00:00,632,8.625,14.6875,20.996094
2021-10-23 00:22:00+00:00,636,8.625,14.6875,20.996094
2021-10-23 00:51:00+00:00,636,8.625,14.6875,20.996094
2021-10-23 01:20:00+00:00,640,8.625,14.6875,20.996094
2021-10-23 01:49:00+00:00,640,8.625,14.625,20.996094
2021-10-23 02:18:00+00:00,640,8.625,14.625,20.996094
2021-10-23 02:48:00+00:00,640,8.5625,14.5625,20.996094
2021-10-23 03:17:00+00:00,644,8.625,14.5,20.996094
2021-10-23 03:46:00+00:00,644,8.625,14.5,20.996094
2021-10-23 04:15:00+00:00,644,8.625,14.4375,21.972656
2021-10-23 04:45:00+00:00,644,8.625,14.375,21.972656
2021-10-23 05:14:00+00:00,648,8.625,14.375,20.996094
2021-10-23 05:43:00+00:00,648,8.625,14.3125,20.996094
2021-10-23 06:12:00+00:00,648,8.625,14.3125,20.996094
2021-10-23 06:42:00+00:00,724,8.75,14.25,20.996094
2021-10-23 07:11:00+00:00,716,8.75,14.1875,27.929688
2021-10-23 07:40:00+00:00,716,8.75,14.1875,20.996094
2021-10-23 08:09:00+00:00,712,8.75,14.125,20.996094
2021-10-23 08:11:00+00:00,712,8.75,14.125,19.921875
2021-10-23 08:38:00+00:00,712,8.75,14.125,19.921875
2021-10-23 08:40:00+00:00,712,8.6875,14.125,20.996094
2021-10-23 09:08:00+00:00,708,8.75,14.125,20.996094
2021-10-23 09:09:00+00:00,708,8.75,14.125,20.996094
2021-10-23 09:37:00+00:00,708,8.75,14.0625,19.921875
2021-10-23 09:38:00+00:00,708,8.75,14.0625,19.921875
2021-10-23 10:06:00+00:00,704,8.75,14.0625,19.921875
2021-10-23 10:35:00+00:00,704,8.75,14.0625,19.921875
2021-10-23 11:05:00+00:00,704,8.75,14,19.921875
2021-10-23 11:34:00+00:00,704,8.75,14,20.996094
2021-10-23 12:03:00+00:00,704,8.75,13.9375,22.949219
2021-10-23 12:32:00+00:00,700,8.75,13.875,19.921875
2021-10-23 13:02:00+00:00,700,8.75,13.875,19.921875
2021-10-23 13:31:00+00:00,700,8.6875,13.875,19.921875
2021-10-23 14:00:00+00:00,700,8.8125,13.875,19.921875
2021-10-23 14:29:00+00:00,696,8.8125,13.875,19.921875
2021-10-23 14:58:00+00:00,696,8.75,13.875,20.996094
2021-10-23 15:28:00+00:00,696,8.75,13.875,18.945312
2021-10-23 15:57:00+00:00,696,8.8125,13.875,17.96875
2021-10-23 16:26:00+00:00,692,8.8125,13.875,17.96875
2021-10-23 16:55:00+00:00,688,8.8125,13.875,17.96875
2021-10-23 17:25:00+00:00,688,8.8125,13.875,17.96875
2021-10-23 17:54:00+00:00,688,8.8125,13.875,17.96875
2021-10-23 18:23:00+00:00,684,8.8125,13.875,18.945312
2021-10-23 18:52:00+00:00,684,8.875,13.875,18.945312
2021-10-23 19:22:00+00:00,640,8.9375,13.875,19.921875
2021-10-23 19:51:00+00:00,636,8.875,13.875,20.996094
2021-10-23 22:02:00+00:00,672,8.875,13.875,18.945312
2021-10-23 22:32:00+00:00,672,8.875,13.8125,16.992188
2021-10-23 23:01:00+00:00,668,8.9375,13.8125,19.921875
2021-10-23 23:30:00+00:00,672,8.9375,13.75,16.992188
2021-10-23 23:59:00+00:00,672,8.9375,13.75,17.96875
2021-10-24 00:29:00+00:00,672,8.9375,13.6875,17.96875
2021-10-24 00:58:00+00:00,672,8.9375,13.6875,17.96875
2021-10-24 01:27:00+00:00,672,8.9375,13.6875,17.96875
2021-10-24 01:56:00+00:00,676,8.9375,13.625,16.992188
2021-10-24 02:25:00+00:00,676,8.9375,13.625,17.96875
2021-10-24 02:55:00+00:00,676,8.9375,13.625,16.992188
2021-10-24 03:24:00+00:00,672,8.9375,13.5625,16.992188
2021-10-24 03:53:00+00:00,672,8.9375,13.5625,16.992188
2021-10-24 04:22:00+00:00,676,8.9375,13.5625,16.992188
2021-10-24 04:52:00+00:00,672,8.9375,13.5,16.992188
2021-10-24 05:21:00+00:00,672,9,13.5,16.992188
2021-10-24 05:50:00+00:00,672,8.9375,13.5,16.992188
2021-10-24 06:19:00+00:00,672,8.9375,13.5,15.917969
2021-10-24 06:49:00+00:00,672,8.875,13.5,16.992188
2021-10-24 07:18:00+00:00,676,8.9375,13.5,15.917969
2021-10-24 07:47:00+00:00,672,9,13.5,16.992188
2021-10-24 08:16:00+00:00,672,9,13.4375,16.992188
2021-10-24 08:18:00+00:00,672,9,13.4375,16.992188
2021-10-24 08:46:00+00:00,668,9,13.4375,16.992188
2021-10-24 08:47:00+00:00,668,9,13.4375,16.992188
2021-10-24 09:15:00+00:00,672,8.9375,13.4375,17.96875
2021-10-24 09:16:00+00:00,672,9,13.4375,16.992188
2021-10-24 09:44:00+00:00,668,9,13.4375,16.992188
2021-10-24 09:46:00+00:00,668,9,13.4375,16.992188
2021-10-24 10:13:00+00:00,668,9,13.375,16.992188
2021-10-24 10:42:00+00:00,668,9,13.375,16.992188
2021-10-24 11:12:00+00:00,672,8.9375,13.375,16.992188
2021-10-24 11:41:00+00:00,668,8.9375,13.4375,15.917969
2021-10-24 12:10:00+00:00,668,8.9375,13.4375,16.992188
2021-10-24 12:39:00+00:00,668,8.9375,13.375,16.992188
2021-10-24 13:09:00+00:00,664,8.9375,13.375,17.96875
2021-10-24 13:38:00+00:00,664,8.875,13.375,18.945312
2021-10-24 14:07:00+00:00,660,8.9375,13.3125,19.921875
2021-10-24 14:36:00+00:00,656,8.875,13.3125,20.996094
2021-10-24 15:06:00+00:00,656,8.875,13.3125,20.996094
2021-10-24 15:35:00+00:00,652,8.875,13.3125,20.996094
2021-10-24 16:04:00+00:00,652,8.875,13.3125,20.996094
2021-10-24 16:33:00+00:00,652,8.875,13.375,22.949219
2021-10-24 17:02:00+00:00,648,8.8125,13.375,22.949219
2021-10-24 17:32:00+00:00,648,8.8125,13.375,22.949219
2021-10-24 18:01:00+00:00,652,8.8125,13.375,23.925781
2021-10-24 18:30:00+00:00,648,8.8125,13.4375,25
2021-10-24 18:59:00+00:00,648,8.8125,13.4375,23.925781
2021-10-24 19:29:00+00:00,648,8.8125,13.4375,27.929688
2021-10-24 19:58:00+00:00,648,8.75,13.5,25.976562
2021-10-24 20:27:00+00:00,660,8.8125,13.5625,27.929688
2021-10-24 20:56:00+00:00,664,8.8125,13.5625,27.929688
2021-10-24 21:26:00+00:00,660,8.8125,13.5625,29.882812
2021-10-24 21:55:00+00:00,660,8.8125,13.625,30.859375
2021-10-24 22:24:00+00:00,660,8.75,13.625,30.859375
2021-10-24 22:53:00+00:00,660,8.75,13.625,30.859375
2021-10-24 23:22:00+00:00,660,8.6875,13.625,29.882812
2021-10-24 23:52:00+00:00,660,8.6875,13.6875,29.882812
2021-10-25 00:21:00+00:00,660,8.625,13.6875,31.835938
2021-10-25 00:50:00+00:00,660,8.6875,13.625,29.882812
2021-10-25 01:19:00+00:00,656,8.625,13.625,29.882812
2021-10-25 01:49:00+00:00,656,8.625,13.6875,31.835938
2021-10-25 02:18:00+00:00,648,8.5625,13.6875,30.859375
2021-10-25 02:47:00+00:00,648,8.5625,13.6875,32.8125
2021-10-25 03:16:00+00:00,648,8.5625,13.75,31.835938
2021-10-25 03:46:00+00:00,644,8.5,13.75,32.8125
2021-10-25 04:15:00+00:00,644,8.5625,13.8125,31.835938
2021-10-25 04:44:00+00:00,640,8.5,13.8125,33.984375
2021-10-25 05:13:00+00:00,636,8.5625,13.8125,34.960938
2021-10-25 05:42:00+00:00,632,8.5,13.875,36.914062
2021-10-25 06:12:00+00:00,628,8.4375,13.875,39.84375
2021-10-25 06:41:00+00:00,620,8.4375,13.875,44.921875
2021-10-25 07:10:00+00:00,620,8.4375,13.9375,45.898438
2021-10-25 07:39:00+00:00,620,8.375,13.9375,51.953125
2021-10-25 08:09:00+00:00,620,8.3125,14,56.640625
2021-10-25 08:10:00+00:00,620,8.3125,14,55.859375
2021-10-25 08:38:00+00:00,620,8.25,14,60.9375
2021-10-25 08:39:00+00:00,620,8.25,14,60.9375
2021-10-25 09:07:00+00:00,736,8.375,14,70.703125
2021-10-25 09:09:00+00:00,736,8.375,14,69.921875
2021-10-25 09:36:00+00:00,728,8.375,14.0625,78.90625
2021-10-25 09:38:00+00:00,732,8.3125,14.0625,78.90625
2021-10-25 10:06:00+00:00,728,8.3125,14.0625,85.9375
2021-10-25 10:35:00+00:00,728,8.25,14.0625,92.96875
2021-10-25 11:04:00+00:00,728,8.1875,14.125,103.90625
2021-10-25 11:33:00+00:00,720,8.0625,14.125,114.84375
2021-10-25 12:02:00+00:00,720,8.0625,14.125,125
2021-10-25 12:32:00+00:00,720,8,14.1875,125.78125
2021-10-25 13:01:00+00:00,712,7.9375,14.1875,130.46875
2021-10-25 13:30:00+00:00,700,7.8125,14.25,135.9375
2021-10-25 13:59:00+00:00,688,7.75,14.25,144.53125
2021-10-25 14:29:00+00:00,672,7.65625,14.3125,154.6875
2021-10-25 14:58:00+00:00,652,7.5625,14.3125,168.75
2021-10-25 15:27:00+00:00,632,7.46875,14.375,180.46875
2021-10-25 15:56:00+00:00,616,7.40625,14.375,187.5
2021-10-25 16:26:00+00:00,600,7.28125,14.375,190.625
2021-10-25 16:55:00+00:00,588,7.25,14.375,189.84375
2021-10-25 17:24:00+00:00,580,7.1875,14.375,188.28125
2021-10-25 17:53:00+00:00,572,7.1875,14.3125,184.375
2021-10-25 18:23:00+00:00,564,7.1875,14.3125,187.5
2021-10-25 18:52:00+00:00,560,7.15625,14.25,185.9375
2021-10-25 19:21:00+00:00,548,7.125,14.25,179.6875
2021-10-25 19:50:00+00:00,540,7.15625,14.25,188.28125
2021-10-25 20:19:00+00:00,528,7.09375,14.25,189.84375
2021-10-25 20:49:00+00:00,510,7.03125,14.25,186.71875
2021-10-25 21:18:00+00:00,494,7,14.1875,178.90625
2021-10-25 21:47:00+00:00,420,7.1875,14.1875,187.5
2021-10-25 22:16:00+00:00,412,7.125,14.1875,186.71875
2021-10-25 22:46:00+00:00,454,7.3125,14.1875,184.375
2021-10-25 23:15:00+00:00,448,7.28125,14.125,180.46875
2021-10-25 23:44:00+00:00,440,7.25,14.125,190.625
2021-10-26 00:13:00+00:00,430,7.1875,14.0625,185.9375
2021-10-26 00:43:00+00:00,422,7.1875,14.0625,181.25
2021-10-26 01:12:00+00:00,414,7.125,14,184.375
2021-10-26 01:41:00+00:00,406,7.09375,13.9375,187.5
2021-10-26 02:10:00+00:00,398,7.0625,13.875,183.59375
2021-10-26 02:39:00+00:00,398,7.09375,13.8125,180.46875
2021-10-26 03:09:00+00:00,390,7.03125,13.75,177.34375
2021-10-26 03:38:00+00:00,382,7,13.6875,182.8125
2021-10-26 04:07:00+00:00,374,7,13.625,178.90625
2021-10-26 04:36:00+00:00,368,6.96875,13.5625,170.3125
2021-10-26 05:06:00+00:00,360,6.9375,13.5,179.6875
2021-10-26 05:35:00+00:00,354,6.9375,13.375,178.90625
2021-10-26 06:04:00+00:00,348,6.9375,13.3125,175.78125
2021-10-26 06:33:00+00:00,344,6.9375,13.25,173.4375
2021-10-26 07:03:00+00:00,340,6.90625,13.25,173.4375
2021-10-26 07:32:00+00:00,336,6.9375,13.125,172.65625
2021-10-26 08:01:00+00:00,332,6.875,13.125,176.5625
2021-10-26 08:03:00+00:00,332,6.90625,13.125,172.65625
2021-10-26 08:30:00+00:00,328,6.90625,13.0625,171.875
2021-10-26 08:32:00+00:00,328,6.9375,13.0625,170.3125
2021-10-26 09:00:00+00:00,326,6.9375,13,176.5625
2021-10-26 09:01:00+00:00,326,6.9375,13,175.78125
2021-10-26 09:29:00+00:00,324,6.90625,12.9375,169.53125
2021-10-26 09:30:00+00:00,324,6.9375,12.9375,176.5625
2021-10-26 09:58:00+00:00,322,6.9375,12.875,177.34375
2021-10-26 10:27:00+00:00,318,6.9375,12.8125,178.90625
2021-10-26 10:56:00+00:00,314,7,12.75,175.78125
2021-10-26 11:26:00+00:00,316,7.125,12.6875,180.46875
2021-10-26 11:55:00+00:00,312,7.1875,12.625,179.6875
2021-10-26 12:24:00+00:00,312,7.1875,12.625,186.71875
2021-10-26 12:53:00+00:00,306,7.21875,12.5625,188.28125
2021-10-26 13:23:00+00:00,300,7.1875,12.5625,190.625
2021-10-26 13:52:00+00:00,294,7.25,12.5625,197.65625
2021-10-26 14:21:00+00:00,294,7.25,12.5625,201.5625
2021-10-26 14:50:00+00:00,286,7.28125,12.625,206.25
2021-10-26 15:20:00+00:00,280,7.28125,12.625,198.4375
2021-10-26 15:49:00+00:00,276,7.3125,12.625,204.6875
2021-10-26 16:18:00+00:00,270,7.28125,12.6875,212.5
2021-10-26 16:47:00+00:00,266,7.3125,12.6875,215.625
2021-10-26 17:17:00+00:00,262,7.34375,12.6875,221.875
2021-10-26 17:46:00+00:00,260,7.375,12.75,221.875
2021-10-26 18:15:00+00:00,260,7.34375,12.75,217.1875
2021-10-26 18:44:00+00:00,256,7.3125,12.75,237.5
2021-10-26 19:13:00+00:00,253,7.28125,12.75,232.8125
2021-10-26 19:43:00+00:00,248,7.28125,12.875,239.0625
2021-10-26 20:12:00+00:00,245,7.25,12.875,246.875
2021-10-26 20:41:00+00:00,241,7.1875,12.9375,240.625
2021-10-26 21:10:00+00:00,239,7.15625,12.9375,243.75
2021-10-26 21:40:00+00:00,236,7.0625,12.9375,243.75
2021-10-26 22:09:00+00:00,233,7.0625,12.9375,250
2021-10-26 22:38:00+00:00,233,7,12.9375,245.3125
2021-10-26 23:07:00+00:00,231,7.0625,12.875,250
2021-10-26 23:37:00+00:00,230,7.03125,12.875,257.8125
2021-10-27 00:06:00+00:00,232,7.15625,12.8125,257.8125
2021-10-27 00:35:00+00:00,230,7.15625,12.8125,251.5625
2021-10-27 01:04:00+00:00,228,7.15625,12.75,246.875
2021-10-27 01:33:00+00:00,227,7.125,12.75,237.5
2021-10-27 02:03:00+00:00,226,7.125,12.75,250
2021-10-27 02:32:00+00:00,224,7.125,12.75,243.75
2021-10-27 03:01:00+00:00,223,7.0625,12.75,243.75
2021-10-27 03:30:00+00:00,220,7.0625,12.75,237.5
2021-10-27 04:00:00+00:00,218,7.0625,12.75,237.5
2021-10-27 04:29:00+00:00,217,7.09375,12.75,226.5625
2021-10-27 04:58:00+00:00,216,7.0625,12.75,229.6875
2021-10-27 05:27:00+00:00,215,7.0625,12.75,231.25
2021-10-27 05:57:00+00:00,215,7,12.75,221.875
2021-10-27 06:26:00+00:00,214,7,12.75,217.1875
2021-10-27 06:55:00+00:00,213,7,12.75,217.1875
2021-10-27 07:24:00+00:00,213,7,12.6875,210.9375
2021-10-27 07:54:00+00:00,212,7,12.6875,215.625
2021-10-27 08:23:00+00:00,211,6.96875,12.625,221.875
2021-10-27 08:24:00+00:00,211,7,12.625,218.75
2021-10-27 08:52:00+00:00,211,6.9375,12.625,212.5
2021-10-27 08:54:00+00:00,211,6.9375,12.625,214.0625
2021-10-27 09:21:00+00:00,211,6.90625,12.625,207.8125
2021-10-27 09:23:00+00:00,211,6.875,12.625,210.9375
2021-10-27 09:50:00+00:00,210,6.875,12.5625,214.0625
2021-10-27 09:52:00+00:00,210,6.875,12.5625,218.75
2021-10-27 10:20:00+00:00,210,6.84375,12.5625,221.875
2021-10-27 10:49:00+00:00,210,6.90625,12.4375,204.6875
2021-10-27 11:18:00+00:00,212,6.9375,12.4375,210.9375
2021-10-27 11:47:00+00:00,214,6.9375,12.375,204.6875
2021-10-27 12:17:00+00:00,217,7.125,12.375,196.875
2021-10-27 12:46:00+00:00,214,7.03125,12.375,204.6875
2021-10-27 13:15:00+00:00,216,7.03125,12.375,201.5625
2021-10-27 13:44:00+00:00,216,7.0625,12.3125,201.5625
2021-10-27 14:14:00+00:00,216,6.96875,12.375,200
2021-10-27 14:43:00+00:00,216,6.96875,12.375,197.65625
2021-10-27 15:12:00+00:00,217,7,12.375,200
2021-10-27 15:41:00+00:00,216,7,12.375,200
2021-10-27 16:11:00+00:00,217,7,12.375,193.75
2021-10-27 16:40:00+00:00,217,7,12.375,191.40625
2021-10-27 17:09:00+00:00,218,6.96875,12.375,196.875
2021-10-27 17:38:00+00:00,220,7,12.375,187.5
2021-10-27 18:07:00+00:00,220,6.96875,12.375,192.96875
2021-10-27 18:37:00+00:00,221,6.96875,12.375,189.84375
2021-10-27 19:06:00+00:00,221,7,12.375,188.28125
2021-10-27 19:35:00+00:00,223,6.96875,12.3125,189.84375
2021-10-27 20:04:00+00:00,223,6.96875,12.375,186.71875
2021-10-27 20:34:00+00:00,225,6.96875,12.375,192.96875
2021-10-27 21:03:00+00:00,225,6.90625,12.375,188.28125
2021-10-27 21:32:00+00:00,226,6.84375,12.375,187.5
2021-10-27 22:01:00+00:00,226,6.84375,12.375,185.9375
2021-10-27 22:31:00+00:00,227,6.84375,12.375,187.5
2021-10-27 23:00:00+00:00,228,6.875,12.375,191.40625
2021-10-27 23:29:00+00:00,228,6.875,12.3125,192.96875
2021-10-27 23:58:00+00:00,229,6.875,12.3125,191.40625
2021-10-28 00:27:00+00:00,230,6.84375,12.375,189.84375
2021-10-28 00:57:00+00:00,231,6.875,12.375,187.5
2021-10-28 01:26:00+00:00,232,6.9375,12.3125,183.59375
2021-10-28 01:55:00+00:00,231,6.875,12.3125,182.8125
2021-10-28 02:24:00+00:00,235,6.84375,12.3125,188.28125
2021-10-28 15:03:00+00:00,282,6.90625,12.125,159.375
2021-10-28 15:32:00+00:00,282,6.875,12.125,158.59375
2021-10-28 16:01:00+00:00,282,6.90625,12.125,158.59375
2021-10-28 16:31:00+00:00,286,6.84375,12.0625,155.46875
2021-10-28 17:00:00+00:00,284,6.90625,12.0625,154.6875
2021-10-28 17:29:00+00:00,284,6.90625,12.0625,154.6875
2021-10-28 17:58:00+00:00,286,6.90625,12.0625,153.90625
2021-10-28 18:27:00+00:00,286,6.90625,12.0625,152.34375
2021-10-28 18:57:00+00:00,288,6.9375,12.0625,150.78125
2021-10-28 19:26:00+00:00,290,6.875,12.0625,150
2021-10-28 19:55:00+00:00,290,6.875,12.0625,141.40625
2021-10-28 20:24:00+00:00,292,6.90625,12.0625,142.96875
2021-10-28 20:54:00+00:00,296,6.90625,12,142.96875
2021-10-28 21:23:00+00:00,296,6.9375,12,136.71875
2021-10-28 21:52:00+00:00,300,6.90625,12,139.84375
2021-10-28 22:21:00+00:00,300,6.90625,12,134.375
2021-10-28 22:51:00+00:00,304,6.875,12,133.59375
2021-10-28 23:20:00+00:00,306,6.90625,12,135.9375
2021-10-28 23:49:00+00:00,308,6.90625,12,132.8125
2021-10-29 00:18:00+00:00,310,6.875,12,128.90625
2021-10-29 00:48:00+00:00,312,6.84375,12,128.90625
2021-10-29 01:17:00+00:00,314,6.84375,12,126.5625
2021-10-29 01:46:00+00:00,316,6.875,12,122.65625
2021-10-29 02:15:00+00:00,320,6.90625,12,125.78125
2021-10-29 02:45:00+00:00,322,6.875,12,119.53125
2021-10-29 03:14:00+00:00,316,6.875,12,117.96875
2021-10-29 03:43:00+00:00,320,6.875,12,121.875
2021-10-29 04:12:00+00:00,322,6.75,12,118.75
2021-10-29 04:41:00+00:00,324,6.78125,12.0625,116.40625
2021-10-29 05:11:00+00:00,328,6.8125,12.0625,112.5
2021-10-29 05:40:00+00:00,330,6.84375,12.0625,110.9375
2021-10-29 06:09:00+00:00,334,6.90625,12.0625,107.8125
2021-10-29 06:38:00+00:00,336,6.875,12.0625,106.25
2021-10-29 07:08:00+00:00,340,6.90625,12.0625,104.6875
2021-10-29 07:37:00+00:00,344,6.90625,12.125,104.6875
2021-10-29 08:06:00+00:00,346,6.875,12.125,101.5625
2021-10-29 08:08:00+00:00,346,6.875,12.125,102.34375
2021-10-29 08:35:00+00:00,348,6.84375,12.125,102.34375
2021-10-29 08:37:00+00:00,348,6.84375,12.1875,102.34375
2021-10-29 09:05:00+00:00,358,6.84375,12.125,100.78125
2021-10-29 09:06:00+00:00,358,6.84375,12.125,100.78125
2021-10-29 09:34:00+00:00,360,6.84375,12.1875,97.65625
2021-10-29 09:35:00+00:00,360,6.84375,12.1875,97.65625
2021-10-29 10:03:00+00:00,362,6.84375,12.1875,97.65625
2021-10-29 10:32:00+00:00,364,6.84375,12.1875,96.875
2021-10-29 11:02:00+00:00,368,6.8125,12.1875,94.921875
